0.0000	1844.834
0.1985	1563.281
0.3969	1534.404
0.5954	1807.707
0.7939	2445.889
0.9923	2099.990
1.1908	2199.193
1.3893	2258.349
1.5877	2027.314
1.7862	2416.209
1.9847	2677.445
2.1831	2699.109
2.3816	2174.153
2.5801	2514.285
2.7785	2204.955
2.9770	2755.623
3.1755	2546.108
3.3739	2405.508
3.5724	2821.773
3.7709	1852.457
3.9693	1883.474
4.1678	1841.236
4.3663	1899.250
4.5647	1080.300
4.7632	1423.675
4.9617	1184.377
5.1601	1388.713
5.3586	1187.279
5.5571	683.996
5.7555	893.765
5.9540	1241.872
6.1525	1169.525
6.3509	829.462
6.5494	673.067
6.7479	787.322
6.9463	908.708
7.1448	714.310
7.3433	796.971
7.5417	839.648
7.7402	928.318
7.9387	1037.586
8.1371	1008.681
8.3356	563.441
8.5341	481.272
8.7325	720.942
8.9310	1127.435
9.1295	1049.245
9.3279	1116.035
9.5264	992.973
9.7249	813.145
9.9233	1096.048
10.1218	1241.339
10.3203	1024.907
10.5187	576.067
10.7172	398.364
10.9157	1160.773
11.1141	1019.367
11.3126	840.900
11.5111	1335.745
11.7095	1431.602
11.9080	1542.755
12.1065	3398.838
12.3049	6354.535
12.5034	9231.316
12.7019	15890.611
12.9003	24708.488
13.0988	33159.805
13.2973	32712.406
13.4957	33892.039
13.6942	35749.910
13.8927	34016.035
14.0911	32418.814
14.2896	31628.332
14.4881	28738.406
14.6865	22400.057
14.8850	16996.180
15.0835	10790.854
15.2819	6995.302
15.4804	6003.097
15.6789	4811.350
15.8773	4751.232
16.0758	3256.519
16.2743	2746.216
16.4727	2608.760
16.6712	2537.200
16.8697	1929.094
17.0681	1813.796
17.2666	2014.079
17.4651	1422.904
17.6635	1304.676
17.8620	1134.656
18.0605	1381.888
18.2589	1355.228
18.4574	1560.813
18.6559	1362.602
18.8543	1200.770

