1.00	25.00	16.50
2.00	24.84	16.50
3.00	0.16	16.50
4.00	25.00	16.50
5.00	21.16	16.50
6.00	3.84	16.50
7.00	25.00	16.50
8.00	2.00	16.50
9.00	23.00	16.50
10.00	25.00	16.50
11.00	2.00	16.50
12.00	23.00	16.50
