0.0034	63
0.0068	15
0.0102	16
0.0136	7
0.017	5
0.0204	3
0.0238	0
0.0272	1
0.0306	0
0.034	0
0.0374	1
0.0408	0
0.0442	0
0.0476	0
0.051	0
0.0544	1
